Service,Cost ($)
AWS Cost Explorer,0.0
AWS Glue,0.0
Amazon EC2 Container Registry (ECR),3.68e-08
EC2 - Other,-2.35e-08
Amazon Relational Database Service,-3.5e-09
Amazon Simple Storage Service,0.0
AmazonCloudWatch,0.0
Tax,0.0
TOTAL,9.8e-09
