Service,Cost ($)
AWS Cost Explorer,-0.0
AWS Data Transfer,-3.4e-09
AWS Glue,0.0
Amazon EC2 Container Registry (ECR),1.178e-07
EC2 - Other,-7.57e-08
Amazon Relational Database Service,-1.2e-08
Amazon Simple Storage Service,3.4e-09
AmazonCloudWatch,0.0
Tax,0.0
TOTAL,3.009999999999999e-08
