Service,Cost ($)
AWS Glue,0.0
Amazon EC2 Container Registry (ECR),2e-09
EC2 - Other,-1e-09
Amazon Simple Storage Service,0.0
AmazonCloudWatch,0.0
Tax,0.0
TOTAL,1e-09
