Service,Cost ($)
AWS Cost Explorer,0.0
AWS Glue,0.0
Amazon EC2 Container Registry (ECR),0.0
EC2 - Other,1.14e-08
Amazon Relational Database Service,1.2e-09
Amazon Simple Storage Service,0.0
Amazon Virtual Private Cloud,0.0
AmazonCloudWatch,0.0
Tax,0.0
TOTAL,1.26e-08
