Service,Cost ($)
AWS Cost Explorer,0.1
AWS Glue,0.0
Amazon EC2 Container Registry (ECR),0.007187968
EC2 - Other,0.2553599916
Amazon Relational Database Service,0.059591471
Amazon Simple Storage Service,9.00034e-05
AmazonCloudWatch,0.0
Tax,0.08
TOTAL,0.502229434
