Service,Cost ($)
AWS Cost Explorer,0.0
AWS Data Transfer,-1.6e-09
AWS Glue,0.0
AWS Key Management Service,0.0
EC2 - Other,1.755e-07
Amazon Relational Database Service,-3e-10
Amazon Simple Storage Service,1.6e-09
Amazon Virtual Private Cloud,0.0
AmazonCloudWatch,0.0
Tax,0.0
TOTAL,1.752e-07
