Service,Cost ($)
AWS Cost Explorer,-0.0
AWS Data Transfer,-5.2e-09
AWS Glue,0.0
Amazon EC2 Container Registry (ECR),0.0
EC2 - Other,4.23e-08
Amazon Relational Database Service,1.04e-08
Amazon Simple Storage Service,5.2e-09
AmazonCloudWatch,0.0
Tax,0.0
TOTAL,5.27e-08
