Service,Cost ($)
AWS Cost Explorer,0.0
AWS Glue,0.0
Amazon EC2 Container Registry (ECR),7.94e-08
EC2 - Other,-5.11e-08
Amazon Relational Database Service,-8e-09
Amazon Simple Storage Service,0.0
AmazonCloudWatch,0.0
Tax,0.0
TOTAL,2.0299999999999996e-08
