Service,Cost ($)
AWS Cost Explorer,-0.0
AWS Data Transfer,-1.6e-09
AWS Glue,0.0
Amazon EC2 Container Registry (ECR),9.38e-08
EC2 - Other,-6.02e-08
Amazon Relational Database Service,-9.5e-09
Amazon Simple Storage Service,1.6e-09
AmazonCloudWatch,0.0
Tax,0.0
TOTAL,2.410000000000001e-08
