Service,Cost ($)
AWS Cost Explorer,0.0
AWS Data Transfer,-1.8e-09
AWS Glue,0.0
Amazon EC2 Container Registry (ECR),-0.0
EC2 - Other,3.05e-08
Amazon Relational Database Service,7.6e-09
Amazon Simple Storage Service,1.8e-09
AmazonCloudWatch,0.0
Tax,0.0
TOTAL,3.8100000000000004e-08
